ID_BOW,Numero_Protocolo,Empresa_Responsable,Nombre_Especimen,Investigador_Asignado,Sede_Contencion,Tipo_BOW,Cepa_Origen,Nivel_Peligro,Tipo_Contencion,Estado_Especimen,Unidades_Stock,Unidades_Activas,Unidades_Cuarentena,Unidades_Eliminadas,Peso_Promedio_kg,Altura_Promedio_m,Fecha_Creacion,Fecha_Ultimo_Reporte,Dias_En_Inventario,Comportamiento_Primario,Tasa_Mutacion_Pct,Estabilidad_Genetica_Pct,Tasa_Mortalidad_Contencion_Pct,Tasa_Fuga_Historica_Pct,Incidente_Fuga_Mas_Reciente,Bajas_Personal_Causadas,Tasa_Neutralizacion_Pct,Protocolo_Terminacion,Estado_Regulatorio,Aprobacion_Comite_Bioseguridad,Presupuesto_Mantenimiento_USD,Costo_Por_Unidad_USD,Estado_Publicacion_Interna,Clasificacion_Documental,Patentes_Bio_Aplicadas,Potencial_Armamento,Entorno_Operacion,Region_Geografica,Numero_Instalaciones,Socio_Externo_CRO,Puntuacion_Contencion,Incidentes_Protocolo,Cumplimiento_Bioseguridad_Pct,Tasa_Retencion_Especimenes_Pct,Tiempo_Desarrollo_Dias,Año_Creacion,Mes_Creacion,Trimestre_Creacion,Estado_Proyecto
BOW-4630-0326,UC-BOW-829-2015,Blue Umbrella Ltda.,Neme-Alpha Prototype,Dra. Alexia Ashford,Instalación Agricultora Sheena Island,Zombie,Mutación Natural,NIVEL-6 EXTINCIÓN,Contenedor Sellado T-Rojo,Activo,12,8,2,21,93.5,2.64,2016-10-02,2021-07-17,1749,Reactivo Movimiento,67.9,36.2,3.9,23.7,Sin Registro,74,30.3,Protocolo Tyrant-Kill,Expediente Destruido,Rechazado,3320850,443361,Restringido,CONFIDENCIAL,6,Alto,Urbano,Europa del Este,10,BioResearch Corp.,77.3,8,95.3,71.1,2426,2016,10,Q4,En Revisión
BOW-4104-0327,UC-BOW-936-2020,Industrias Uroboros,G-Adulto Fase 1,Dr. James Marcus,Centro de Pruebas Arklay B3,Planta Mutada,Virus-T,NIVEL-6 EXTINCIÓN,Túnel Subterráneo Sellado,Clasificado,48,17,26,22,155.4,3.57,2009-08-06,2013-04-15,1348,Agresivo,5.9,97.3,15.1,21.1,2012-08-02 00:00:00,40,92.3,Gas VX-7,Activo en Base de Datos,Rechazado,4554176,181640,Restringido,CONFIDENCIAL,6,Bajo,Tropical,Asia-Pacífico,5,Classified Partner,55.7,3,75.8,94.3,917,2009,8,Q3,Activo
BOW-7358-0328,UC-BOW-288-2007,Blue Umbrella Ltda.,Cerebros,Dr. Morpheus DuVall,Laboratorio Subterráneo Antartica-B,Experimental,Progenitor Puro,NIVEL-6 EXTINCIÓN,Celda Reforzada T-Metal,Clasificado,32,12,4,16,501.8,1.62,2017-06-11,2022-03-20,1743,Reactivo Calor,94.6,5.1,4.4,5.7,2014-03-29 00:00:00,53,80.0,Protocolo NEMESIS,En Revisión Comité,Aprobado,1331028,188964,No Publicado,SECRETO,5,Uso Inmediato,Urbano,Oriente Medio,1,Sin Socio,62.8,9,80.2,61.3,2659,2017,6,Q2,Cerrado
BOW-3639-0329,UC-BOW-246-2022,WilPharma Corp.,Tyrant T-103,Dr. Oswell Spencer,Centro de Pruebas Arklay B3,Hunter,Uroboros,NIVEL-5 Crítico,Contenedor Sellado T-Rojo,Activo,47,28,0,27,517.8,2.01,2012-07-14,2016-04-01,1357,Obediente (Verbal),44.6,58.8,24.1,7.2,Sin Registro,36,92.2,Crioablación,Archivado,Aprobado,3247849,11793,Clasificado Interno,RESERVADO,1,Medio,Bunker Sellado,Oriente Medio,1,Classified Partner,72.7,0,86.0,95.5,2430,2012,7,Q3,Suspendido
BOW-8454-0330,UC-BOW-590-2009,Terrasave Biotecnología,Zombie Acuático,Dr. Rodrigo Juan Raval,Laboratorio Submarina Calcos,Zombie,T-Veronica,NIVEL-3 Moderado,Bóveda Magnética,Eliminado,40,24,14,29,772.6,2.67,2011-05-03,2015-03-17,1414,Obediente (Verbal),72.3,29.5,24.5,8.6,2018-04-04 00:00:00,5,59.8,Auto-Destrucción Inducida,Archivado,Aprobado,3908189,225152,Restringido,RESERVADO,2,Bajo,Urbano,África Sub-Sahariana,7,Sin Socio,67.6,14,77.8,69.4,1579,2011,5,Q2,En Revisión
BOW-6954-0331,UC-BOW-574-2022,División BioWeapon BSAA,Arañazo (Zombie Araña),Dra. Monica Stevens,Torre Umbrella - Ciudad Isla,Zombie,Uroboros,NIVEL-2 Bajo,Cápsula de Gas Paralizante,Cuarentena,26,4,16,6,461.7,2.86,2012-04-24,2016-01-26,1372,No Responsivo,27.1,75.0,22.7,23.7,2023-12-27 00:00:00,105,33.5,Protocolo Tyrant-Kill,Expediente Destruido,Clasificado,1364657,355847,Archivado TS,RESERVADO,2,Uso Inmediato,Subterráneo,Oriente Medio,4,Sin Socio,74.0,5,70.9,87.3,2397,2012,4,Q2,Cerrado
BOW-8973-0332,UC-BOW-423-2024,Corporación Umbrella,Lisa Trevor (Sujeto 13),Dr. Oswell Spencer,Complejo de Entrenamiento Umbrella,Hunter,Virus-G,NIVEL-1 Mínimo,Jaula Biométrica,Activo,37,12,4,13,305.3,1.77,2019-05-21,2021-08-31,833,Obediente (Verbal),33.5,64.0,29.5,19.1,Sin Registro,38,96.1,Auto-Destrucción Inducida,Activo en Base de Datos,Pendiente,2696606,315895,Archivado TS,RESERVADO,5,Medio,Acuático,Asia-Pacífico,2,Classified Partner,49.6,4,66.5,55.9,2622,2019,5,Q2,Suspendido
BOW-3402-0333,UC-BOW-555-2008,Corporación Umbrella,Hunter Beta,Dr. Rodrigo Juan Raval,Plataforma Offshore LIN-01,Animal Mutado,Uroboros,NIVEL-4 Alto,Celda Reforzada T-Metal,Activo,36,30,5,8,493.8,4.46,2008-07-20,2011-09-23,1160,Obediente (Verbal),67.1,36.9,39.0,16.6,2023-02-13 00:00:00,146,42.5,Protocolo NEMESIS,Clasificado TS/SCI,Clasificado,2934245,474311,No Publicado,ULTRA SECRETO,5,Alto,Urbano,Europa del Este,10,Umbrella-EU,80.6,4,64.4,96.8,2829,2008,7,Q3,Cerrado
BOW-3769-0334,UC-BOW-473-2013,Fundación Spencer,Espolón (Zombi Espinado),Dra. Alex Wesker,Base de Investigación Rockfort,Tyrant,Progenitor Puro,NIVEL-3 Moderado,Celda Reforzada T-Metal,Activo,19,2,11,19,540.6,3.6,2019-03-24,2021-01-18,666,Obediente (Verbal),93.5,6.4,24.9,14.8,2019-09-17 00:00:00,86,32.8,Crioablación,Clasificado TS/SCI,Aprobado,2842725,299026,Clasificado Interno,SECRETO,0,En Evaluación,Subterráneo,Asia-Pacífico,7,BioResearch Corp.,94.3,12,75.5,84.8,1197,2019,3,Q1,Suspendido
BOW-9008-0335,UC-BOW-388-2013,Blue Umbrella Ltda.,Ivy (Planta Zombie),Dr. Rodrigo Juan Raval,Centro de Pruebas Arklay B3,Hunter,Virus-C,NIVEL-5 Crítico,Jaula Biométrica,Activo,33,27,3,22,660.0,3.92,2012-07-12,2014-08-12,761,Agresivo,35.8,68.6,28.8,13.8,Sin Registro,45,55.8,Protocolo Tyrant-Kill,En Revisión Comité,Rechazado,783055,462822,Clasificado Interno,ULTRA SECRETO,0,Bajo,Bunker Sellado,América del Sur,2,BioResearch Corp.,75.0,14,85.2,66.5,2813,2012,7,Q3,Activo
BOW-1062-0336,UC-BOW-543-2012,Fundación Spencer,Tyrant T-103,Dr. Viktor Drachev,Instalación NEST - Raccoon City,Planta Mutada,Virus-C,NIVEL-6 EXTINCIÓN,Contenedor Sellado T-Rojo,Fugado,4,1,1,29,412.3,2.09,2018-09-28,2019-06-14,259,Autónomo,72.1,23.7,3.7,23.8,2014-03-05 00:00:00,120,49.9,Crioablación,En Revisión Comité,Aprobado,3762096,106955,Clasificado Interno,ULTRA SECRETO,2,Medio,Acuático,Europa del Este,9,Classified Partner,98.4,3,88.1,53.8,856,2018,9,Q3,En Revisión
BOW-7988-0337,UC-BOW-356-2016,Fundación Spencer,Oscuro (Tyrant Experimental),Dr. James Marcus,Centro de Pruebas Arklay B3,G-Type,Las Plagas,NIVEL-2 Bajo,Jaula Biométrica,Activo,11,6,5,26,106.5,2.53,2021-12-18,2023-04-08,476,Reactivo Movimiento,58.3,42.7,20.3,7.1,Sin Registro,110,35.5,Sin Protocolo Asignado,Clasificado TS/SCI,Aprobado,790141,176932,No Publicado,ULTRA SECRETO,4,Bajo,Ártico,Asia-Pacífico,12,Sin Socio,62.2,9,90.5,65.7,3141,2021,12,Q4,Cerrado
BOW-7606-0338,UC-BOW-574-2019,Terrasave Biotecnología,Hunter Gamma,Dr. Albert Wesker,Instalación Africana Kijuju,Planta Mutada,Uroboros,NIVEL-1 Mínimo,Túnel Subterráneo Sellado,Eliminado,11,0,11,11,643.3,2.64,2010-02-12,2013-06-08,1212,No Responsivo,41.9,61.9,13.0,19.9,2018-12-17 00:00:00,93,31.0,Sin Protocolo Asignado,Archivado,Rechazado,1592745,123767,Clasificado Interno,ULTRA SECRETO,6,Uso Inmediato,Urbano,Asia-Pacífico,6,BioResearch Corp.,41.3,12,66.3,91.5,3587,2010,2,Q1,Archivado
BOW-1979-0339,UC-BOW-461-2008,Blue Umbrella Ltda.,Molde Gigante,Dr. Viktor Drachev,Instalación Agricultora Sheena Island,G-Type,T-Veronica,NIVEL-2 Bajo,Contenedor Sellado T-Rojo,Clasificado,13,7,4,23,654.7,2.75,2011-03-25,2012-07-13,476,Agresivo,49.9,49.5,34.1,12.2,2024-03-01 00:00:00,40,53.4,Auto-Destrucción Inducida,En Revisión Comité,Suspendido,1072129,324109,Restringido,CONFIDENCIAL,5,Bajo,Bunker Sellado,Oriente Medio,3,Umbrella-EU,73.9,15,62.5,72.4,1798,2011,3,Q1,Cerrado
BOW-6424-0340,UC-BOW-815-2011,Laboratorios Veronica S.L.,Molde Gigante,Dr. Lance Hall,Centro de Pruebas Arklay B3,Zombie,Mutación Natural,NIVEL-5 Crítico,Celda Reforzada T-Metal,Fugado,45,14,20,20,421.6,2.91,2009-09-12,2011-07-22,678,Agresivo,87.4,17.3,31.5,13.9,Sin Registro,24,56.5,Protocolo Tyrant-Kill,En Revisión Comité,Pendiente,732058,287471,Archivado TS,RESERVADO,4,Alto,Ártico,África Sub-Sahariana,4,Umbrella-EU,82.7,11,93.9,53.0,1100,2009,9,Q3,Cerrado
BOW-6147-0341,UC-BOW-719-2022,Fundación Spencer,G-Adulto Fase 4,Dra. Alexia Ashford,Laboratorio Móvil Contenedor BX-12,Hunter,Las Plagas,NIVEL-6 EXTINCIÓN,Jaula Biométrica,Fugado,21,11,9,15,447.4,3.01,2019-03-15,2019-03-31,16,Semi-Controlado,55.6,47.2,38.3,12.1,2019-06-28 00:00:00,2,50.6,Protocolo Tyrant-Kill,Archivado,Pendiente,262095,25110,Archivado TS,ULTRA SECRETO,5,Uso Inmediato,Bunker Sellado,Europa del Este,8,Sin Socio,73.3,19,77.8,65.7,1210,2019,3,Q1,Suspendido
BOW-6349-0342,UC-BOW-665-2020,WilPharma Corp.,Hunter Gamma,Dr. William Birkin,Instalación de Ciudad Flotante Terragrigia,Planta Mutada,Cepa NE-α,NIVEL-1 Mínimo,Bóveda Magnética,Degradado,46,38,7,9,538.3,2.69,2011-03-11,2012-04-29,415,Obediente (Verbal),19.7,76.6,38.2,3.1,2010-10-10 00:00:00,72,52.4,Sin Protocolo Asignado,En Revisión Comité,Aprobado,4342520,39286,Restringido,RESERVADO,1,Alto,Urbano,Europa del Este,2,Classified Partner,49.8,7,63.7,68.0,1552,2011,3,Q1,En Revisión
BOW-3539-0343,UC-BOW-661-2007,Fundación Spencer,Ivy (Planta Zombie),Dr. Albert Wesker,Instalación NEST - Raccoon City,G-Type,T-Abyss,NIVEL-2 Bajo,Jaula Biométrica,Activo,22,2,15,12,98.8,4.03,2006-10-27,2009-02-28,855,Semi-Controlado,54.1,46.1,25.7,9.9,2010-12-12 00:00:00,56,82.3,Protocolo Tyrant-Kill,Archivado,Clasificado,2729816,179318,Archivado TS,RESERVADO,0,En Evaluación,Bunker Sellado,Asia-Pacífico,8,Laboratorios Kendo,80.2,13,82.0,52.0,2505,2006,10,Q4,Activo
BOW-3689-0344,UC-BOW-506-2011,Laboratorios Veronica S.L.,Zombie Acuático,Dr. James Marcus,Laboratorio Móvil Contenedor BX-12,G-Type,Las Plagas,NIVEL-5 Crítico,Tanque Criogénico,Degradado,38,31,0,11,178.3,2.1,2009-09-07,2010-12-31,480,Reactivo Calor,68.2,32.6,14.7,22.5,Sin Registro,50,52.6,Auto-Destrucción Inducida,Clasificado TS/SCI,Aprobado,2443955,246794,Clasificado Interno,RESERVADO,8,Uso Inmediato,Urbano,Europa del Este,2,Laboratorios Kendo,63.2,3,89.7,93.7,909,2009,9,Q3,Archivado
BOW-5134-0345,UC-BOW-322-2021,Corporación Umbrella,Araña Gigante,Dr. James Marcus,Base Antártica Umbrella,Licker,Virus-C,NIVEL-2 Bajo,Cápsula de Gas Paralizante,Degradado,20,6,14,18,592.8,2.87,2021-07-02,2025-09-19,1540,Autónomo,78.6,20.0,2.2,15.7,2013-09-15 00:00:00,125,63.1,Explosivo C4 Interno,Expediente Destruido,Rechazado,701577,333155,Clasificado Interno,ULTRA SECRETO,0,En Evaluación,Subterráneo,América del Norte,5,Laboratorios Kendo,58.2,12,89.1,98.1,488,2021,7,Q3,Activo
BOW-1573-0346,UC-BOW-222-2014,Laboratorios Veronica S.L.,Cerbero,Dr. Alexander Ashford,Laboratorio Móvil Contenedor BX-12,Zombie,Virus-G,NIVEL-6 EXTINCIÓN,Bóveda Magnética,Activo,42,12,13,23,711.4,4.3,2013-04-04,2014-06-28,450,Semi-Controlado,83.9,11.9,16.7,0.6,Sin Registro,22,80.0,Gas VX-7,En Revisión Comité,Clasificado,2341218,151592,Clasificado Interno,RESERVADO,1,Medio,Urbano,América del Norte,7,Sin Socio,41.8,15,77.3,73.3,806,2013,4,Q2,Activo
BOW-5455-0347,UC-BOW-992-2011,Fundación Spencer,Alexia Ashford Forma 1,Dr. Alexander Ashford,Complejo de Entrenamiento Umbrella,Tyrant,Virus-T,NIVEL-5 Crítico,Túnel Subterráneo Sellado,Degradado,43,4,17,22,473.6,3.61,2017-12-08,2018-03-18,100,No Responsivo,30.3,69.5,32.1,0.6,Sin Registro,12,49.8,Protocolo NEMESIS,En Revisión Comité,Pendiente,3877365,440290,Archivado TS,SECRETO,5,Bajo,Montañoso,América del Sur,9,BioResearch Corp.,59.2,20,73.9,58.7,1735,2017,12,Q4,En Revisión
BOW-8073-0348,UC-BOW-188-2024,Industrias Uroboros,Hunter Beta,Dr. William Birkin,Laboratorio Móvil Contenedor BX-12,Experimental,Progenitor Puro,NIVEL-4 Alto,Túnel Subterráneo Sellado,Eliminado,50,18,9,26,718.4,2.53,2015-06-27,2017-06-17,721,No Responsivo,65.5,38.4,27.0,10.2,2013-04-03 00:00:00,87,67.3,Sin Protocolo Asignado,Archivado,Clasificado,1220389,437954,Restringido,RESERVADO,1,Uso Inmediato,Subterráneo,América del Sur,9,Laboratorios Kendo,71.2,18,60.2,96.7,2812,2015,6,Q2,Cerrado
BOW-9570-0349,UC-BOW-772-2017,Fundación Spencer,Superviviente Mutado,Dr. William Birkin,Instalación Africana Kijuju,Planta Mutada,Virus-G,NIVEL-2 Bajo,Bóveda Magnética,Clasificado,44,21,15,3,175.2,3.58,2021-08-04,2022-11-21,474,No Responsivo,34.3,69.1,14.9,23.4,Sin Registro,0,91.6,Explosivo C4 Interno,Activo en Base de Datos,Suspendido,1260942,490165,Clasificado Interno,CONFIDENCIAL,3,Uso Inmediato,Acuático,Europa del Este,9,Laboratorios Kendo,97.1,6,60.9,51.6,585,2021,8,Q3,Cerrado
BOW-7602-0350,UC-BOW-110-2024,Industrias Uroboros,Boa Constrictora Mutante,Dr. Morpheus DuVall,Laboratorio Submarina Calcos,Zombie,Las Plagas,NIVEL-4 Alto,Contenedor Sellado T-Rojo,Clasificado,50,43,1,2,530.1,3.28,2009-03-02,2013-11-01,1705,Reactivo Movimiento,27.8,76.7,16.9,8.9,2010-09-16 00:00:00,127,52.1,Protocolo NEMESIS,Expediente Destruido,Suspendido,3269172,404745,Clasificado Interno,RESERVADO,5,Uso Inmediato,Subterráneo,África Sub-Sahariana,1,Sin Socio,85.5,2,79.0,77.2,429,2009,3,Q1,Cerrado
BOW-6289-0351,UC-BOW-417-2022,Terrasave Biotecnología,Eliminador,Dr. Cameron White,Plataforma Offshore LIN-01,Hunter,Virus-T,NIVEL-6 EXTINCIÓN,Celda Reforzada T-Metal,Activo,46,40,0,14,752.3,2.83,2021-03-31,2025-12-06,1711,Reactivo Calor,39.2,59.2,24.1,11.7,Sin Registro,70,78.1,Gas VX-7,En Revisión Comité,Aprobado,2174031,317055,Clasificado Interno,RESERVADO,2,Uso Inmediato,Acuático,Europa del Este,1,Umbrella-EU,76.1,13,64.4,57.7,3519,2021,3,Q1,Activo
BOW-1718-0352,UC-BOW-409-2010,Fundación Spencer,Boa Constrictora Mutante,Dra. Elena Kravchenko,Centro de Pruebas Arklay B3,Animal Mutado,T-Abyss,NIVEL-6 EXTINCIÓN,Cápsula de Gas Paralizante,Cuarentena,32,15,0,12,135.1,1.92,2009-06-20,2012-03-13,997,Reactivo Movimiento,74.8,28.3,36.2,19.3,2023-07-29 00:00:00,144,31.6,Gas VX-7,Expediente Destruido,Suspendido,222281,381410,No Publicado,ULTRA SECRETO,6,Uso Inmediato,Subterráneo,Asia-Pacífico,7,Classified Partner,82.1,2,62.6,63.1,2812,2009,6,Q2,En Revisión
BOW-9944-0353,UC-BOW-482-2022,Industrias Uroboros,Palanca (Zombie Intestinado),Dr. Oswell Spencer,Complejo de Entrenamiento Umbrella,Licker,Mutación Natural,NIVEL-4 Alto,Jaula Biométrica,Activo,33,15,4,3,231.9,1.94,2015-08-25,2017-12-03,831,Semi-Controlado,7.2,88.7,7.5,4.9,2018-10-06 00:00:00,2,55.7,Explosivo C4 Interno,Activo en Base de Datos,Aprobado,4450354,359129,No Publicado,ULTRA SECRETO,4,Medio,Acuático,Europa del Este,8,BioResearch Corp.,51.3,15,79.1,60.7,796,2015,8,Q3,Suspendido
BOW-8826-0354,UC-BOW-625-2007,Laboratorios Veronica S.L.,Cerebros,Dra. Monica Stevens,Complejo de Entrenamiento Umbrella,Planta Mutada,Virus-C,NIVEL-2 Bajo,Túnel Subterráneo Sellado,En Pruebas,41,34,1,4,360.7,3.76,2017-05-28,2020-12-25,1307,Agresivo,65.0,38.6,5.8,19.0,2018-11-07 00:00:00,7,43.3,Crioablación,Expediente Destruido,Suspendido,3823433,327947,Restringido,SECRETO,7,En Evaluación,Bunker Sellado,América del Sur,7,BioResearch Corp.,54.5,16,71.5,88.7,1862,2017,5,Q2,Archivado
BOW-7443-0355,UC-BOW-387-2019,WilPharma Corp.,Araña Gigante,Dra. Elena Kravchenko,Base de Investigación Rockfort,Experimental,Las Plagas,NIVEL-4 Alto,Contenedor Sellado T-Rojo,Clasificado,5,4,0,22,345.7,4.11,2005-09-11,2008-01-23,864,Reactivo Movimiento,85.2,11.3,25.7,9.2,2022-07-26 00:00:00,146,39.5,Auto-Destrucción Inducida,Activo en Base de Datos,Suspendido,2922343,289308,Clasificado Interno,CONFIDENCIAL,4,Bajo,Bunker Sellado,Asia-Pacífico,10,Classified Partner,53.7,10,96.3,78.3,1517,2005,9,Q3,En Revisión
BOW-3281-0356,UC-BOW-921-2014,Fundación Spencer,Lisa Trevor (Sujeto 13),Dra. Monica Stevens,Laboratorio Submarina Calcos,Experimental,T-Abyss,NIVEL-4 Alto,Contenedor Sellado T-Rojo,Eliminado,22,16,5,13,146.7,3.67,2009-04-21,2013-12-17,1701,Obediente (Verbal),30.1,70.9,26.8,4.7,2014-08-13 00:00:00,86,42.6,Crioablación,Clasificado TS/SCI,Pendiente,2110525,215327,Archivado TS,CONFIDENCIAL,7,En Evaluación,Acuático,Europa del Este,5,Classified Partner,44.3,3,98.7,90.7,1700,2009,4,Q2,Activo
BOW-4263-0357,UC-BOW-372-2006,División BioWeapon BSAA,G-Adulto Fase 3,Dr. Alexander Ashford,Laboratorio Subterráneo Antartica-B,Hunter,Progenitor Puro,NIVEL-4 Alto,Cápsula de Gas Paralizante,Congelado Criónico,17,15,1,29,148.4,2.04,2006-06-30,2007-07-31,396,Obediente (Verbal),94.2,6.6,11.1,14.2,2011-03-23 00:00:00,10,88.5,Auto-Destrucción Inducida,Activo en Base de Datos,Clasificado,4539772,150726,Restringido,ULTRA SECRETO,6,Medio,Subterráneo,Oriente Medio,10,Laboratorios Kendo,40.6,10,99.1,86.0,1254,2006,6,Q2,Suspendido
BOW-3815-0358,UC-BOW-925-2017,Fundación Spencer,Zombie Acuático,Dr. Cameron White,Mansión Spencer - Arklay,Licker,Virus-G,NIVEL-5 Crítico,Bóveda Magnética,En Pruebas,15,8,5,26,659.1,1.87,2010-05-26,2011-09-20,482,Semi-Controlado,26.3,68.9,23.4,19.1,2014-12-16 00:00:00,61,61.7,Protocolo Tyrant-Kill,Archivado,Rechazado,2394370,66301,Clasificado Interno,SECRETO,4,Uso Inmediato,Tropical,América del Sur,7,Sin Socio,52.8,3,93.9,70.4,1909,2010,5,Q2,Suspendido
BOW-8154-0359,UC-BOW-908-2021,WilPharma Corp.,Molde Gigante,Dr. James Marcus,Instalación Agricultora Sheena Island,Planta Mutada,Progenitor Puro,NIVEL-5 Crítico,Celda Reforzada T-Metal,Congelado Criónico,25,19,6,12,166.9,1.73,2008-05-16,2012-07-17,1523,No Responsivo,7.1,95.6,8.2,16.8,2018-06-21 00:00:00,43,84.4,Protocolo Tyrant-Kill,Archivado,Pendiente,3013405,222390,No Publicado,SECRETO,4,Medio,Ártico,América del Sur,8,Laboratorios Kendo,81.2,18,69.8,84.9,1942,2008,5,Q2,Activo
BOW-5176-0360,UC-BOW-456-2012,Industrias Uroboros,Arañazo (Zombie Araña),Dr. Rodrigo Juan Raval,Torre Umbrella - Ciudad Isla,Animal Mutado,T-Veronica,NIVEL-2 Bajo,Celda Reforzada T-Metal,Fugado,23,11,6,0,686.0,4.44,2013-09-21,2016-12-14,1180,Obediente (Verbal),49.2,53.0,36.4,2.2,Sin Registro,58,36.2,Protocolo Tyrant-Kill,Activo en Base de Datos,Clasificado,4687424,36248,No Publicado,ULTRA SECRETO,8,Bajo,Ártico,Europa del Este,5,BioResearch Corp.,91.5,8,94.8,59.3,1767,2013,9,Q3,En Revisión
BOW-3882-0361,UC-BOW-395-2022,Terrasave Biotecnología,Zombie Militar,Dr. Rodrigo Juan Raval,Complejo Subterráneo NEST-2,Zombie,Virus-T,NIVEL-2 Bajo,Contenedor Sellado T-Rojo,Cuarentena,5,1,0,19,109.9,1.8,2008-09-27,2011-09-08,1076,No Responsivo,9.7,91.8,31.4,23.8,2021-12-23 00:00:00,31,83.8,Explosivo C4 Interno,Expediente Destruido,Rechazado,1331096,289790,Restringido,SECRETO,0,Bajo,Bunker Sellado,Europa del Este,5,Classified Partner,88.8,16,80.2,52.8,642,2008,9,Q3,Cerrado
BOW-8453-0362,UC-BOW-279-2008,Fundación Spencer,Licker Beta,Dra. Monica Stevens,Laboratorio Subterráneo Antartica-B,Tyrant,Virus-G,NIVEL-4 Alto,Celda Reforzada T-Metal,Activo,10,2,3,27,272.5,3.09,2006-02-01,2008-09-28,970,Autónomo,59.8,38.9,31.3,11.6,2018-11-10 00:00:00,140,67.4,Gas VX-7,En Revisión Comité,Suspendido,4409191,195564,Archivado TS,CONFIDENCIAL,8,Uso Inmediato,Urbano,América del Sur,8,BioResearch Corp.,88.3,6,62.9,99.7,3538,2006,2,Q1,En Revisión
BOW-8135-0363,UC-BOW-893-2009,Terrasave Biotecnología,Carrier (Portador de Mutación),Dr. Lance Hall,Complejo de Entrenamiento Umbrella,Licker,Las Plagas,NIVEL-4 Alto,Celda Reforzada T-Metal,Eliminado,27,12,12,9,72.1,2.18,2007-08-05,2011-01-03,1247,Autónomo,38.6,59.5,7.9,0.4,Sin Registro,102,62.2,Gas VX-7,Expediente Destruido,Rechazado,3936436,78374,Archivado TS,ULTRA SECRETO,3,Medio,Montañoso,América del Norte,5,Umbrella-EU,43.2,14,96.4,94.4,1865,2007,8,Q3,Activo
BOW-4169-0364,UC-BOW-417-2021,Laboratorios Veronica S.L.,Tyrant T-001,Dr. Oswell Spencer,Complejo Subterráneo NEST-2,G-Type,Virus-T,NIVEL-1 Mínimo,Contenedor Sellado T-Rojo,Fugado,23,16,7,1,526.7,2.61,2018-06-02,2020-02-04,612,Autónomo,89.1,14.6,19.2,8.8,2023-10-01 00:00:00,117,53.9,Auto-Destrucción Inducida,Expediente Destruido,Pendiente,477117,430072,Clasificado Interno,RESERVADO,7,Uso Inmediato,Bunker Sellado,América del Sur,1,Classified Partner,83.7,18,80.2,99.9,718,2018,6,Q2,Suspendido
BOW-7461-0365,UC-BOW-325-2006,Corporación Umbrella,Araña Gigante,Dr. James Marcus,Complejo Subterráneo NEST-2,Zombie,Uroboros,NIVEL-5 Crítico,Celda Reforzada T-Metal,Degradado,46,28,8,4,651.6,4.15,2012-05-28,2016-02-19,1362,Autónomo,17.8,86.3,3.7,9.6,2015-09-22 00:00:00,53,30.0,Protocolo NEMESIS,Archivado,Aprobado,2277239,391282,Archivado TS,ULTRA SECRETO,3,Uso Inmediato,Urbano,Oriente Medio,8,Laboratorios Kendo,44.8,14,92.5,67.1,3071,2012,5,Q2,En Revisión
BOW-9520-0366,UC-BOW-798-2013,Fundación Spencer,Eliminador Mejorado,Dra. Elena Kravchenko,Mansión Spencer - Arklay,Planta Mutada,Progenitor Puro,NIVEL-3 Moderado,Tanque Criogénico,En Pruebas,17,17,0,20,429.2,3.67,2024-01-30,2026-09-26,970,Autónomo,64.8,35.5,26.7,20.9,Sin Registro,76,85.3,Auto-Destrucción Inducida,Activo en Base de Datos,Rechazado,4705795,127244,Restringido,SECRETO,7,Medio,Subterráneo,Oriente Medio,9,Classified Partner,61.8,12,76.8,66.6,422,2024,1,Q1,Cerrado
BOW-7786-0367,UC-BOW-584-2005,WilPharma Corp.,Arañazo (Zombie Araña),Dr. Oswell Spencer,Torre Umbrella - Ciudad Isla,Zombie,Progenitor Puro,NIVEL-4 Alto,Cápsula de Gas Paralizante,Fugado,31,4,24,10,359.9,4.05,2008-08-23,2012-03-01,1286,Obediente (Verbal),88.4,7.2,16.2,10.8,Sin Registro,42,53.2,Explosivo C4 Interno,Expediente Destruido,Clasificado,3211227,457321,Clasificado Interno,ULTRA SECRETO,1,Alto,Bunker Sellado,Oriente Medio,1,BioResearch Corp.,72.4,15,95.9,96.7,3340,2008,8,Q3,Cerrado
BOW-6853-0368,UC-BOW-782-2023,Blue Umbrella Ltda.,Tyrant T-078 (Mr. X),Dr. Albert Wesker,Laboratorio Móvil Contenedor BX-12,G-Type,Virus-C,NIVEL-1 Mínimo,Jaula Biométrica,Cuarentena,31,11,1,4,791.3,3.34,2006-02-25,2006-03-11,14,No Responsivo,31.2,72.2,27.1,23.0,2013-10-24 00:00:00,100,86.9,Gas VX-7,Activo en Base de Datos,Pendiente,2494678,332665,Clasificado Interno,CONFIDENCIAL,2,Alto,Ártico,América del Sur,5,BioResearch Corp.,78.6,16,63.8,80.3,2912,2006,2,Q1,En Revisión
