ID_Transaccion,Fecha_Venta,Año,Mes,Trimestre,Producto,Categoria,Presentacion,Lote_ID,Fecha_Vencimiento,Proveedor,Ciudad,Region,Canal_Venta,Metodo_Pago,Estado_Pedido,Cantidad,Precio_Unitario_USD,Subtotal_USD,Descuento_Pct,Monto_Descuento_USD,Total_Neto_USD,IVA_19pct_USD,Total_Con_IVA_USD
TRX-000708,2022-06-08,2022,6,Q2,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-97335,2023-07-21,BioHazard Supplies,Terragrigia,South,Farmacia Minorista,Débito,Entregado,285,6.53,1861.05,0.0,0.0,1861.05,353.6,2214.65
TRX-000709,2022-06-09,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-46277,2025-01-07,GenTech Medical,Raccoon City,Midwest,Farmacia Minorista,Cheque,Entregado,397,8.83,3505.51,0.15,525.83,2979.68,566.14,3545.82
TRX-000710,2022-06-09,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-15299,2025-05-25,Tricell Biomedical,Harvardville,East,Clínica Privada,Efectivo,En tránsito,12,20.01,240.12,0.15,36.02,204.1,38.78,242.88
TRX-000711,2022-06-09,2022,6,Q2,Betaferon Plus,Inmunomodulador,Capsula,LOTE-46459,2024-07-20,Farmacéutica Arklay,Terragrigia,South,Hospital Público,Cheque,Entregado,95,34.13,3242.35,0.1,324.24,2918.11,554.44,3472.55
TRX-000712,2022-06-09,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-61044,2024-09-06,BioHazard Supplies,Raccoon City,Midwest,Distribuidor,Transferencia,Entregado,302,21.58,6517.16,0.0,0.0,6517.16,1238.26,7755.42
TRX-000713,2022-06-09,2022,6,Q2,ThermoShield,Antipiretico,Jarabe,LOTE-54086,2023-09-17,WilPharma Corp,Tall Oaks,East,Online,Crédito,Devuelto,386,8.43,3253.98,0.15,488.1,2765.88,525.52,3291.4
TRX-000714,2022-06-09,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-97002,2025-03-17,Civivan Laboratories,Raccoon City,Midwest,Farmacia Minorista,Efectivo,Devuelto,253,9.54,2413.62,0.0,0.0,2413.62,458.59,2872.21
TRX-000715,2022-06-09,2022,6,Q2,Betaferon Plus,Inmunomodulador,Capsula,LOTE-58048,2025-05-23,Paraguas Distribuciones,Sheena Island,Pacific,Farmacia Minorista,Crédito,En tránsito,499,31.4,15668.6,0.0,0.0,15668.6,2977.03,18645.63
TRX-000716,2022-06-10,2022,6,Q2,Hemostabil,Coagulante,Inyectable,LOTE-23015,2025-04-26,Tricell Biomedical,Edonia,Europe,Clínica Privada,Débito,En tránsito,242,50.64,12254.88,0.0,0.0,12254.88,2328.43,14583.31
TRX-000717,2022-06-10,2022,6,Q2,Aspirina 1000mg,Analgesico,Tableta,LOTE-20586,2023-06-24,Farmacéutica Arklay,Arklay County,Midwest,Clínica Privada,Crédito,Entregado,35,4.6,161.0,0.1,16.1,144.9,27.53,172.43
TRX-000718,2022-06-10,2022,6,Q2,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-31413,2025-04-19,Paraguas Distribuciones,Arklay County,Midwest,Online,Cheque,Cancelado,215,7.52,1616.8,0.0,0.0,1616.8,307.19,1923.99
TRX-000719,2022-06-10,2022,6,Q2,Betaferon Plus,Inmunomodulador,Capsula,LOTE-82408,2024-11-14,Spencer Labs,Sheena Island,Pacific,Farmacia Minorista,Cheque,Entregado,337,35.56,11983.72,0.0,0.0,11983.72,2276.91,14260.63
TRX-000720,2022-06-10,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-59515,2023-06-18,Civivan Laboratories,Sheena Island,Pacific,Farmacia Minorista,Crédito,En tránsito,90,10.58,952.2,0.0,0.0,952.2,180.92,1133.12
TRX-000721,2022-06-11,2022,6,Q2,Aspirina 500mg,Analgesico,Tableta,LOTE-40330,2023-06-12,WilPharma Corp,Arklay County,Midwest,Farmacia Minorista,Transferencia,En tránsito,264,2.61,689.04,0.1,68.9,620.14,117.83,737.97
TRX-000722,2022-06-11,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-76144,2025-06-10,BioHazard Supplies,Tall Oaks,East,Hospital Público,Cheque,En tránsito,93,10.08,937.44,0.15,140.62,796.82,151.4,948.22
TRX-000723,2022-06-11,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-20414,2024-03-08,WilPharma Corp,Sheena Island,Pacific,Distribuidor,Cheque,Entregado,410,7.85,3218.5,0.05,160.93,3057.57,580.94,3638.51
TRX-000724,2022-06-11,2022,6,Q2,ThermoShield,Antipiretico,Jarabe,LOTE-26091,2025-03-18,Spencer Labs,Mixcoatl,South,Hospital Público,Transferencia,Entregado,458,8.62,3947.96,0.05,197.4,3750.56,712.61,4463.17
TRX-000725,2022-06-11,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-12085,2024-06-06,BioHazard Supplies,Arklay County,Midwest,Hospital Público,Crédito,Cancelado,90,117.8,10602.0,0.1,1060.2,9541.8,1812.94,11354.74
TRX-000726,2022-06-11,2022,6,Q2,Aspirina 1000mg,Analgesico,Tableta,LOTE-55903,2024-11-19,BioHazard Supplies,Terragrigia,South,Farmacia Minorista,Efectivo,Entregado,418,4.35,1818.3,0.0,0.0,1818.3,345.48,2163.78
TRX-000727,2022-06-11,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-10858,2025-05-22,Umbrella Pharma S.A.,Terragrigia,South,Clínica Privada,Efectivo,En tránsito,115,132.2,15203.0,0.0,0.0,15203.0,2888.57,18091.57
TRX-000728,2022-06-11,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-27807,2024-10-18,Paraguas Distribuciones,Terragrigia,South,Hospital Público,Efectivo,Entregado,105,24.52,2574.6,0.0,0.0,2574.6,489.17,3063.77
TRX-000729,2022-06-11,2022,6,Q2,Neurovita Complex,Suplemento,Ampolla,LOTE-27204,2023-12-15,Tricell Biomedical,Arklay County,Midwest,Clínica Privada,Transferencia,Entregado,391,17.24,6740.84,0.0,0.0,6740.84,1280.76,8021.6
TRX-000730,2022-06-11,2022,6,Q2,Betaferon Plus,Inmunomodulador,Capsula,LOTE-79716,2024-03-16,Farmacéutica Arklay,Lanshiang,Asia,Distribuidor,Efectivo,Entregado,196,30.73,6023.08,0.15,903.46,5119.62,972.73,6092.35
TRX-000731,2022-06-11,2022,6,Q2,CellRegen,Regenerador,Ampolla,LOTE-89049,2023-11-18,Tricell Biomedical,Terragrigia,South,Hospital Público,Cheque,Entregado,314,86.46,27148.44,0.15,4072.27,23076.17,4384.47,27460.64
TRX-000732,2022-06-11,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-31225,2025-04-15,Civivan Laboratories,Arklay County,Midwest,Farmacia Minorista,Efectivo,Devuelto,114,22.06,2514.84,0.05,125.74,2389.1,453.93,2843.03
TRX-000733,2022-06-12,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-14962,2023-12-07,Tricell Biomedical,Edonia,Europe,Distribuidor,Débito,En tránsito,493,10.26,5058.18,0.15,758.73,4299.45,816.9,5116.35
TRX-000734,2022-06-12,2022,6,Q2,Hemostabil,Coagulante,Inyectable,LOTE-72498,2024-10-19,Civivan Laboratories,Lanshiang,Asia,Farmacia Minorista,Débito,Entregado,75,40.75,3056.25,0.15,458.44,2597.81,493.58,3091.39
TRX-000735,2022-06-12,2022,6,Q2,Aspirina 500mg,Analgesico,Tableta,LOTE-95177,2025-05-01,BioHazard Supplies,Tall Oaks,East,Online,Crédito,Cancelado,413,2.48,1024.24,0.0,0.0,1024.24,194.61,1218.85
TRX-000736,2022-06-12,2022,6,Q2,Aspirina 500mg,Analgesico,Tableta,LOTE-48266,2025-03-29,Tricell Biomedical,Raccoon City,Midwest,Clínica Privada,Transferencia,Devuelto,376,2.74,1030.24,0.05,51.51,978.73,185.96,1164.69
TRX-000737,2022-06-13,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-99020,2024-04-08,Spencer Labs,Tall Oaks,East,Hospital Público,Crédito,Entregado,420,11.46,4813.2,0.0,0.0,4813.2,914.51,5727.71
TRX-000738,2022-06-13,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-93418,2025-05-21,Tricell Biomedical,Lanshiang,Asia,Online,Crédito,Devuelto,217,8.31,1803.27,0.05,90.16,1713.11,325.49,2038.6
TRX-000739,2022-06-13,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-54369,2025-02-05,Spencer Labs,Lanshiang,Asia,Farmacia Minorista,Débito,En tránsito,277,127.63,35353.51,0.0,0.0,35353.51,6717.17,42070.68
TRX-000740,2022-06-13,2022,6,Q2,Hemostabil,Coagulante,Inyectable,LOTE-87026,2024-07-20,Spencer Labs,Sheena Island,Pacific,Hospital Público,Efectivo,Entregado,249,43.11,10734.39,0.0,0.0,10734.39,2039.53,12773.92
TRX-000741,2022-06-13,2022,6,Q2,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-56728,2024-08-19,Farmacéutica Arklay,Tall Oaks,East,Distribuidor,Cheque,En tránsito,164,3.8,623.2,0.1,62.32,560.88,106.57,667.45
TRX-000742,2022-06-14,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-32243,2024-06-05,WilPharma Corp,Arklay County,Midwest,Online,Cheque,Devuelto,394,12.0,4728.0,0.0,0.0,4728.0,898.32,5626.32
TRX-000743,2022-06-14,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-78929,2025-06-03,Paraguas Distribuciones,Mixcoatl,South,Farmacia Minorista,Débito,Entregado,357,8.98,3205.86,0.0,0.0,3205.86,609.11,3814.97
TRX-000744,2022-06-14,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-27672,2025-04-19,Farmacéutica Arklay,Edonia,Europe,Distribuidor,Efectivo,Entregado,457,130.87,59807.59,0.0,0.0,59807.59,11363.44,71171.03
TRX-000745,2022-06-14,2022,6,Q2,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-67980,2023-10-23,Umbrella Pharma S.A.,Sheena Island,Pacific,Hospital Público,Efectivo,Cancelado,408,3.82,1558.56,0.05,77.93,1480.63,281.32,1761.95
TRX-000746,2022-06-14,2022,6,Q2,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-65050,2025-03-09,Tricell Biomedical,Arklay County,Midwest,Farmacia Minorista,Transferencia,En tránsito,192,7.54,1447.68,0.15,217.15,1230.53,233.8,1464.33
TRX-000747,2022-06-15,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-74273,2024-04-14,BioHazard Supplies,Harvardville,East,Hospital Público,Crédito,Entregado,227,126.59,28735.93,0.15,4310.39,24425.54,4640.85,29066.39
TRX-000748,2022-06-15,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-73113,2024-11-24,Paraguas Distribuciones,Mixcoatl,South,Farmacia Minorista,Transferencia,Entregado,177,124.9,22107.3,0.0,0.0,22107.3,4200.39,26307.69
TRX-000749,2022-06-15,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-45770,2024-01-04,BioHazard Supplies,Mixcoatl,South,Hospital Público,Crédito,Cancelado,99,23.24,2300.76,0.15,345.11,1955.65,371.57,2327.22
TRX-000750,2022-06-15,2022,6,Q2,ThermoShield,Antipiretico,Jarabe,LOTE-33928,2023-07-30,Tricell Biomedical,Raccoon City,Midwest,Distribuidor,Transferencia,En tránsito,496,8.37,4151.52,0.05,207.58,3943.94,749.35,4693.29
TRX-000751,2022-06-16,2022,6,Q2,AntibioMax 500,Antibiotico,Capsula,LOTE-37037,2024-06-03,Tricell Biomedical,Tall Oaks,East,Online,Efectivo,Devuelto,36,14.65,527.4,0.0,0.0,527.4,100.21,627.61
TRX-000752,2022-06-16,2022,6,Q2,AntibioMax 500,Antibiotico,Capsula,LOTE-91913,2023-10-11,WilPharma Corp,Raccoon City,Midwest,Clínica Privada,Transferencia,Cancelado,466,14.63,6817.58,0.0,0.0,6817.58,1295.34,8112.92
TRX-000753,2022-06-16,2022,6,Q2,Neurovita Complex,Suplemento,Ampolla,LOTE-37550,2024-09-25,Civivan Laboratories,Raccoon City,Midwest,Clínica Privada,Cheque,Entregado,497,17.22,8558.34,0.0,0.0,8558.34,1626.08,10184.42
TRX-000754,2022-06-17,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-51726,2023-10-22,Farmacéutica Arklay,Mixcoatl,South,Hospital Público,Débito,Entregado,487,9.26,4509.62,0.05,225.48,4284.14,813.99,5098.13
TRX-000755,2022-06-17,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-44733,2025-02-06,GenTech Medical,Edonia,Europe,Online,Débito,Cancelado,96,22.23,2134.08,0.1,213.41,1920.67,364.93,2285.6
TRX-000756,2022-06-17,2022,6,Q2,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-38445,2024-10-04,Tricell Biomedical,Raccoon City,Midwest,Distribuidor,Transferencia,Entregado,152,4.52,687.04,0.15,103.06,583.98,110.96,694.94
TRX-000757,2022-06-17,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-40046,2023-11-23,Civivan Laboratories,Raccoon City,Midwest,Hospital Público,Crédito,Cancelado,151,21.94,3312.94,0.0,0.0,3312.94,629.46,3942.4
TRX-000758,2022-06-17,2022,6,Q2,CellRegen,Regenerador,Ampolla,LOTE-93722,2024-05-21,Spencer Labs,Mixcoatl,South,Farmacia Minorista,Débito,Devuelto,190,90.94,17278.6,0.15,2591.79,14686.81,2790.49,17477.3
TRX-000759,2022-06-17,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-69874,2023-08-21,Farmacéutica Arklay,Mixcoatl,South,Online,Crédito,Cancelado,224,11.54,2584.96,0.0,0.0,2584.96,491.14,3076.1
TRX-000760,2022-06-17,2022,6,Q2,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-35365,2023-12-18,Civivan Laboratories,Sheena Island,Pacific,Hospital Público,Débito,Devuelto,37,4.75,175.75,0.1,17.58,158.17,30.05,188.22
TRX-000761,2022-06-18,2022,6,Q2,Aspirina 1000mg,Analgesico,Tableta,LOTE-27457,2025-04-16,Farmacéutica Arklay,Sheena Island,Pacific,Online,Efectivo,En tránsito,268,4.53,1214.04,0.0,0.0,1214.04,230.67,1444.71
TRX-000762,2022-06-18,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-67732,2024-01-26,Tricell Biomedical,Tall Oaks,East,Distribuidor,Efectivo,Devuelto,369,8.38,3092.22,0.0,0.0,3092.22,587.52,3679.74
TRX-000763,2022-06-18,2022,6,Q2,OsseoFlex,Oseo,Tableta,LOTE-78161,2024-03-06,Umbrella Pharma S.A.,Terragrigia,South,Hospital Público,Cheque,Cancelado,183,18.57,3398.31,0.0,0.0,3398.31,645.68,4043.99
TRX-000764,2022-06-18,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-38304,2024-01-14,WilPharma Corp,Terragrigia,South,Clínica Privada,Cheque,Cancelado,13,114.35,1486.55,0.15,222.98,1263.57,240.08,1503.65
TRX-000765,2022-06-19,2022,6,Q2,OsseoFlex,Oseo,Tableta,LOTE-89680,2024-02-14,Spencer Labs,Lanshiang,Asia,Hospital Público,Transferencia,Devuelto,279,20.68,5769.72,0.0,0.0,5769.72,1096.25,6865.97
TRX-000766,2022-06-19,2022,6,Q2,OsseoFlex,Oseo,Tableta,LOTE-64818,2024-05-19,BioHazard Supplies,Lanshiang,Asia,Clínica Privada,Crédito,Entregado,217,20.62,4474.54,0.05,223.73,4250.81,807.65,5058.46
TRX-000767,2022-06-19,2022,6,Q2,Adravil 200mg,Antiinflamatorio,Capsula,LOTE-85820,2024-02-11,WilPharma Corp,Raccoon City,Midwest,Online,Débito,Cancelado,355,4.46,1583.3,0.15,237.49,1345.81,255.7,1601.51
TRX-000768,2022-06-19,2022,6,Q2,OsseoFlex,Oseo,Tableta,LOTE-34524,2024-09-03,Spencer Labs,Tall Oaks,East,Clínica Privada,Cheque,Entregado,361,19.82,7155.02,0.0,0.0,7155.02,1359.45,8514.47
TRX-000769,2022-06-20,2022,6,Q2,OsseoFlex,Oseo,Tableta,LOTE-20461,2024-10-06,Civivan Laboratories,Harvardville,East,Hospital Público,Crédito,Entregado,286,19.42,5554.12,0.1,555.41,4998.71,949.75,5948.46
TRX-000770,2022-06-21,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-55182,2024-07-07,Civivan Laboratories,Edonia,Europe,Hospital Público,Efectivo,Cancelado,273,23.06,6295.38,0.0,0.0,6295.38,1196.12,7491.5
TRX-000771,2022-06-21,2022,6,Q2,AntibioMax 500,Antibiotico,Capsula,LOTE-25688,2025-05-12,BioHazard Supplies,Raccoon City,Midwest,Hospital Público,Crédito,Devuelto,369,12.79,4719.51,0.0,0.0,4719.51,896.71,5616.22
TRX-000772,2022-06-21,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-15382,2024-09-21,GenTech Medical,Lanshiang,Asia,Hospital Público,Débito,Cancelado,62,11.15,691.3,0.05,34.56,656.74,124.78,781.52
TRX-000773,2022-06-21,2022,6,Q2,Neurovita Complex,Suplemento,Ampolla,LOTE-11562,2025-05-17,WilPharma Corp,Tall Oaks,East,Hospital Público,Crédito,En tránsito,84,16.03,1346.52,0.0,0.0,1346.52,255.84,1602.36
TRX-000774,2022-06-22,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-28081,2024-10-29,Farmacéutica Arklay,Arklay County,Midwest,Distribuidor,Crédito,Entregado,368,11.76,4327.68,0.15,649.15,3678.53,698.92,4377.45
TRX-000775,2022-06-22,2022,6,Q2,Aspirina 500mg,Analgesico,Tableta,LOTE-59722,2024-11-12,Umbrella Pharma S.A.,Raccoon City,Midwest,Hospital Público,Efectivo,Cancelado,217,2.48,538.16,0.1,53.82,484.34,92.02,576.36
TRX-000776,2022-06-22,2022,6,Q2,CellRegen,Regenerador,Ampolla,LOTE-10185,2024-09-18,Civivan Laboratories,Mixcoatl,South,Online,Transferencia,Devuelto,342,107.87,36891.54,0.1,3689.15,33202.39,6308.45,39510.84
TRX-000777,2022-06-22,2022,6,Q2,Hemostabil,Coagulante,Inyectable,LOTE-74188,2024-01-25,WilPharma Corp,Raccoon City,Midwest,Hospital Público,Efectivo,Cancelado,397,42.38,16824.86,0.05,841.24,15983.62,3036.89,19020.51
TRX-000778,2022-06-23,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-67805,2024-03-05,WilPharma Corp,Mixcoatl,South,Online,Crédito,Entregado,187,22.55,4216.85,0.15,632.53,3584.32,681.02,4265.34
TRX-000779,2022-06-23,2022,6,Q2,AntibioMax 500,Antibiotico,Capsula,LOTE-31644,2023-11-03,WilPharma Corp,Mixcoatl,South,Online,Cheque,Entregado,19,15.02,285.38,0.0,0.0,285.38,54.22,339.6
TRX-000780,2022-06-23,2022,6,Q2,Aspirina 500mg,Analgesico,Tableta,LOTE-18875,2024-07-24,BioHazard Supplies,Edonia,Europe,Online,Crédito,Entregado,177,2.69,476.13,0.15,71.42,404.71,76.89,481.6
TRX-000781,2022-06-23,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-43745,2024-05-30,Farmacéutica Arklay,Raccoon City,Midwest,Hospital Público,Crédito,Entregado,100,9.03,903.0,0.15,135.45,767.55,145.83,913.38
TRX-000782,2022-06-23,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-35389,2024-12-18,Umbrella Pharma S.A.,Terragrigia,South,Farmacia Minorista,Transferencia,Cancelado,396,8.23,3259.08,0.0,0.0,3259.08,619.23,3878.31
TRX-000783,2022-06-23,2022,6,Q2,ViraCure X,Antiviral,Tableta,LOTE-92317,2024-10-28,Spencer Labs,Arklay County,Midwest,Clínica Privada,Transferencia,Devuelto,445,20.66,9193.7,0.0,0.0,9193.7,1746.8,10940.5
TRX-000784,2022-06-24,2022,6,Q2,CellRegen,Regenerador,Ampolla,LOTE-92135,2024-05-19,Paraguas Distribuciones,Terragrigia,South,Clínica Privada,Efectivo,Devuelto,233,100.6,23439.8,0.0,0.0,23439.8,4453.56,27893.36
TRX-000785,2022-06-24,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-42949,2023-08-12,BioHazard Supplies,Tall Oaks,East,Distribuidor,Efectivo,Entregado,403,8.92,3594.76,0.05,179.74,3415.02,648.85,4063.87
TRX-000786,2022-06-24,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-78409,2024-01-21,GenTech Medical,Sheena Island,Pacific,Hospital Público,Cheque,Entregado,76,10.39,789.64,0.0,0.0,789.64,150.03,939.67
TRX-000787,2022-06-24,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-60510,2025-05-05,WilPharma Corp,Lanshiang,Asia,Clínica Privada,Débito,En tránsito,265,129.15,34224.75,0.05,1711.24,32513.51,6177.57,38691.08
TRX-000788,2022-06-24,2022,6,Q2,Hemostabil,Coagulante,Inyectable,LOTE-84612,2023-09-03,GenTech Medical,Mixcoatl,South,Hospital Público,Efectivo,En tránsito,455,45.62,20757.1,0.1,2075.71,18681.39,3549.46,22230.85
TRX-000789,2022-06-24,2022,6,Q2,Betaferon Plus,Inmunomodulador,Capsula,LOTE-97357,2023-07-03,Spencer Labs,Sheena Island,Pacific,Hospital Público,Crédito,Entregado,284,34.14,9695.76,0.0,0.0,9695.76,1842.19,11537.95
TRX-000790,2022-06-25,2022,6,Q2,Hemostabil,Coagulante,Inyectable,LOTE-60155,2024-04-26,GenTech Medical,Tall Oaks,East,Hospital Público,Transferencia,Entregado,206,49.92,10283.52,0.0,0.0,10283.52,1953.87,12237.39
TRX-000791,2022-06-25,2022,6,Q2,AntibioMax 500,Antibiotico,Capsula,LOTE-54992,2025-06-19,Civivan Laboratories,Raccoon City,Midwest,Distribuidor,Cheque,Entregado,223,13.19,2941.37,0.15,441.21,2500.16,475.03,2975.19
TRX-000792,2022-06-25,2022,6,Q2,Neurovita Complex,Suplemento,Ampolla,LOTE-38387,2025-04-17,Farmacéutica Arklay,Harvardville,East,Distribuidor,Débito,Entregado,384,13.57,5210.88,0.15,781.63,4429.25,841.56,5270.81
TRX-000793,2022-06-25,2022,6,Q2,Neurovita Complex,Suplemento,Ampolla,LOTE-75105,2025-02-18,Farmacéutica Arklay,Harvardville,East,Farmacia Minorista,Débito,Devuelto,52,16.42,853.84,0.1,85.38,768.46,146.01,914.47
TRX-000794,2022-06-25,2022,6,Q2,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-18950,2024-09-15,BioHazard Supplies,Tall Oaks,East,Online,Crédito,Entregado,339,7.16,2427.24,0.0,0.0,2427.24,461.18,2888.42
TRX-000795,2022-06-25,2022,6,Q2,Aspirina 500mg,Analgesico,Tableta,LOTE-57342,2025-02-27,Civivan Laboratories,Terragrigia,South,Clínica Privada,Débito,Cancelado,367,2.69,987.23,0.15,148.08,839.15,159.44,998.59
TRX-000796,2022-06-25,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-56723,2023-09-27,Paraguas Distribuciones,Tall Oaks,East,Farmacia Minorista,Débito,Entregado,144,133.14,19172.16,0.15,2875.82,16296.34,3096.3,19392.64
TRX-000797,2022-06-25,2022,6,Q2,CellRegen,Regenerador,Ampolla,LOTE-72443,2024-03-13,Farmacéutica Arklay,Lanshiang,Asia,Distribuidor,Crédito,En tránsito,373,104.57,39004.61,0.0,0.0,39004.61,7410.88,46415.49
TRX-000798,2022-06-26,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-42587,2023-06-27,Tricell Biomedical,Sheena Island,Pacific,Distribuidor,Transferencia,Entregado,69,12.54,865.26,0.05,43.26,822.0,156.18,978.18
TRX-000799,2022-06-26,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-24601,2024-10-19,Farmacéutica Arklay,Mixcoatl,South,Farmacia Minorista,Efectivo,Entregado,99,124.08,12283.92,0.05,614.2,11669.72,2217.25,13886.97
TRX-000800,2022-06-26,2022,6,Q2,Neurovita Complex,Suplemento,Ampolla,LOTE-13453,2024-10-26,BioHazard Supplies,Harvardville,East,Farmacia Minorista,Transferencia,Entregado,396,15.33,6070.68,0.0,0.0,6070.68,1153.43,7224.11
TRX-000801,2022-06-27,2022,6,Q2,PlasmaTec,Plasma Sintetico,Inyectable,LOTE-56674,2023-09-11,Spencer Labs,Terragrigia,South,Online,Efectivo,Entregado,25,120.06,3001.5,0.15,450.22,2551.28,484.74,3036.02
TRX-000802,2022-06-27,2022,6,Q2,AntibioMax 500,Antibiotico,Capsula,LOTE-33791,2025-04-01,Tricell Biomedical,Mixcoatl,South,Distribuidor,Crédito,Devuelto,436,13.14,5729.04,0.15,859.36,4869.68,925.24,5794.92
TRX-000803,2022-06-27,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-10563,2025-05-29,Tricell Biomedical,Terragrigia,South,Farmacia Minorista,Transferencia,Cancelado,379,11.47,4347.13,0.0,0.0,4347.13,825.95,5173.08
TRX-000804,2022-06-27,2022,6,Q2,Neurovita Complex,Suplemento,Ampolla,LOTE-83441,2025-03-30,Tricell Biomedical,Harvardville,East,Online,Cheque,Cancelado,469,14.54,6819.26,0.0,0.0,6819.26,1295.66,8114.92
TRX-000805,2022-06-27,2022,6,Q2,Aspirina 500mg,Analgesico,Tableta,LOTE-84421,2023-12-30,Paraguas Distribuciones,Lanshiang,Asia,Hospital Público,Efectivo,Devuelto,484,2.83,1369.72,0.0,0.0,1369.72,260.25,1629.97
TRX-000806,2022-06-28,2022,6,Q2,OsseoFlex,Oseo,Tableta,LOTE-83325,2024-12-01,Tricell Biomedical,Arklay County,Midwest,Distribuidor,Transferencia,Cancelado,53,18.82,997.46,0.1,99.75,897.71,170.56,1068.27
TRX-000807,2022-06-28,2022,6,Q2,CalmEase 10mg,Sedante,Tableta,LOTE-35499,2023-07-28,WilPharma Corp,Harvardville,East,Online,Efectivo,Devuelto,151,8.91,1345.41,0.0,0.0,1345.41,255.63,1601.04
TRX-000808,2022-06-28,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-18584,2024-08-23,Umbrella Pharma S.A.,Edonia,Europe,Distribuidor,Crédito,Entregado,144,10.88,1566.72,0.1,156.67,1410.05,267.91,1677.96
TRX-000809,2022-06-28,2022,6,Q2,Adravil 400mg,Antiinflamatorio,Capsula,LOTE-82890,2023-09-23,Tricell Biomedical,Raccoon City,Midwest,Farmacia Minorista,Cheque,Devuelto,57,6.21,353.97,0.0,0.0,353.97,67.25,421.22
TRX-000810,2022-06-29,2022,6,Q2,NecroCide Gel,Topico,Gel,LOTE-69398,2025-05-05,Farmacéutica Arklay,Edonia,Europe,Online,Crédito,Entregado,39,9.99,389.61,0.0,0.0,389.61,74.03,463.64
TRX-000811,2022-06-29,2022,6,Q2,Aspirina 500mg,Analgesico,Tableta,LOTE-39095,2025-02-08,Civivan Laboratories,Tall Oaks,East,Hospital Público,Efectivo,Entregado,109,2.51,273.59,0.15,41.04,232.55,44.18,276.73
TRX-000812,2022-06-29,2022,6,Q2,OsseoFlex,Oseo,Tableta,LOTE-13974,2025-02-28,GenTech Medical,Lanshiang,Asia,Hospital Público,Crédito,Cancelado,181,16.58,3000.98,0.0,0.0,3000.98,570.19,3571.17
TRX-000813,2022-06-29,2022,6,Q2,Neurovita Complex,Suplemento,Ampolla,LOTE-97197,2023-08-04,Umbrella Pharma S.A.,Mixcoatl,South,Distribuidor,Débito,Entregado,42,15.78,662.76,0.0,0.0,662.76,125.92,788.68
